point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,op,tokens,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,weight_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,per_step_count,bandwidth_util,compute_util,dtype,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps
f0109da39528,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,1,10.255999863147736,9.977599699050188,11.318400222808135,9.600000455975533,10.736639993265271,100,10,False,7.648000027984381,,False,10.255999863147736,2.607999835163355,0.0,20480.0,10240.0,0.0,1.9968799018406334,10.255999863147736,20.51199972629547,2,0.0004669284539484885,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.648000027984381,graph,2.6778242579841463
7473c4922f1e,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,8,10.208000428974628,10.076800361275673,11.379199661314487,9.920000098645687,10.73216000571847,50,10,False,7.440000073984265,,False,10.208000428974628,2.768000354990363,0.0,163840.0,10240.0,0.0,16.05015606533016,1.2760000536218286,20.416000857949257,2,0.003752992130527572,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.440000073984265,graph,22.021505157359563
051d126d2ae7,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,32,10.208000428974628,10.080000385642052,10.832000337541103,9.920000098645687,10.553600024431944,50,10,False,7.679999805986881,,False,10.208000428974628,2.528000622987747,0.0,655360.0,10240.0,0.0,64.20062426132064,0.31900001340545714,20.416000857949257,2,0.015011968522110288,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.679999805986881,graph,85.33333548903471
50429c78f7fc,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,64,10.224000085145235,10.048000141978264,11.04640020057559,9.920000098645687,10.976640023291111,50,10,False,7.727999938651919,,False,10.224000085145235,2.4960001464933157,0.0,1310720.0,10240.0,0.0,128.20031192139618,0.1597500013303943,20.44800017029047,2,0.029976952237335316,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.727999938651919,graph,169.6066266052072
f9c85dc6fb74,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,256,10.623999871313572,10.428800247609615,11.315200291574001,10.304000228643417,11.168639957904816,50,10,False,7.663999916985631,,False,10.623999871313572,2.959999954327941,0.0,5242880.0,10240.0,0.0,493.49398188121035,0.04149999949731864,21.247999742627144,2,0.115393210067506,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.663999916985631,graph,684.0918654474758
74fbf2ac11cc,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,784,10.639999993145466,10.432000271975994,11.792000196874142,10.33599954098463,11.546240039169788,50,10,False,7.679999805986881,,False,10.639999993145466,2.9600001871585846,0.0,16056320.0,10240.0,0.0,1509.052632551114,0.013571428562685544,21.27999998629093,2,0.3528602856859352,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.679999805986881,graph,2090.6667194813504
fc71774f95f4,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,2048,14.527999795973301,13.852800242602825,15.692799724638464,12.896000407636166,15.055999979376793,50,10,False,12.240000069141388,,False,14.527999795973301,2.287999726831913,0.0,41943040.0,10240.0,0.0,2887.048498694588,0.007093749900377588,29.055999591946602,2,0.6750756972050257,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,12.240000069141388,graph,3426.7189348914953
5e7ca034157e,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,rms_norm,8192,49.0880012512207,48.16000163555145,50.147201493382454,48.06400090456009,49.208319932222366,50,10,False,49.2320004850626,,False,49.0880012512207,-0.14399923384189606,0.0,167772160.0,10240.0,0.0,3417.7834852428,0.005992187652736902,98.1760025024414,2,0.7991769345888582,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,49.2320004850626,graph,3407.7867717543486
80dceab26805,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,fused_add_rms_norm,1,10.383999906480312,10.17600018531084,11.36320009827614,9.79200005531311,10.958079993724823,50,10,False,7.679999805986881,,False,10.383999906480312,2.704000100493431,0.0,40960.0,10240.0,0.0,3.944530081749926,10.383999906480312,1318.7679881229997,127,0.0009223455706710744,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.679999805986881,graph,5.333333468064669
c1a9c1a81a06,ops_elementwise,ops,engine,ops,ok,,,,2026-09-22T17:57:35+00:00,fused_add_rms_norm,8,10.528000071644783,10.26879996061325,11.142400000244379,10.015999898314476,10.847999975085258,50,10,False,7.74399982765317,,False,10.528000071644783,2.7840002439916134,0.0,327680.0,10240.0,0.0,31.124619848982082,1.3160000089555979,1337.0560090988874,127,0.007277839099098453,0.0,bf16,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,e7e78d6c68a0e800,7.74399982765317,graph,42.31405052849852
