point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,page_size,kind,distribution,total_tokens,sequences,seed,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,kv_bytes,achieved_tflops,achieved_gbps,us_per_new_token,per_step_us,bandwidth_util,compute_util,length_cv,max_over_mean,lengths,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops,mean_kv
c80f1d5aea0a,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,4096,8,7,101.27999633550644,100.79040005803108,101.75999999046326,100.28800368309021,102.34048008918762,50,10,False,100.97600147128105,,False,101.27999633550644,0.3039948642253876,25820135424.0,117440512.0,16777216.0,254.93815519568747,1159.562759174667,0.024726561605348252,1620.479941368103,0.2711394139920996,0.35603834260847195,0.0,1.0,"[512, 512, 512, 512, 512, 512, 512, 512]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,100.97600147128105,graph,1163.0536987880403,255.70566320497053,
ebfffe854abf,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,4096,32,7,61.24800071120262,60.32000109553337,62.67840042710304,60.15999987721443,62.0691204816103,50,10,False,60.19200012087822,,False,61.24800071120262,1.0560005903244019,6492782592.0,117440512.0,16777216.0,106.00807400415981,1917.4587029176193,0.014953125173633453,979.968011379242,0.448357473495595,0.14804743112142735,0.0,1.0,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,60.19200012087822,graph,1951.0983480222408,107.86786581208673,
f714c9d11c7a,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,4096,128,7,66.99199974536896,66.13759696483612,68.48319992423058,65.15199691057205,67.83360004425049,50,10,False,65.72800129652023,,False,66.99199974536896,1.2639984488487244,1660944384.0,117440512.0,16777216.0,24.79317515991629,1753.0527890849903,0.016355468687834218,1071.8719959259033,0.4099146011450352,0.03462534270385061,0.0,1.0,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,65.72800129652023,graph,1786.7653006849841,25.269966395401923,
69011ff26b24,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,16384,8,7,686.3359808921814,684.6399962902069,688.5024189949036,682.4960112571716,687.2288000583649,50,10,False,684.0800046920776,,False,686.3359808921814,2.2559762001037598,412518187008.0,469762048.0,67108864.0,601.0440928242749,684.4491052171668,0.041890623833751306,10981.375694274902,0.16004405783787778,0.8393986474072804,0.0,1.0,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,684.0800046920776,graph,686.7062986462413,603.0262311112065,
f827255e8e74,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,16384,32,7,445.0719952583313,410.7840061187744,445.8079904317856,410.3040099143982,437.6761585474014,50,10,False,387.60000467300415,,False,445.0719952583313,57.47199058532715,103280541696.0,469762048.0,67108864.0,232.05356166265486,1055.474289563732,0.02716503877309151,7121.151924133301,0.24680051001269704,0.32407846297995835,0.0,1.0,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,387.60000467300415,graph,1211.9763734170006,266.4616626698234,
8526807b635f,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,uniform,16384,128,7,203.67999374866486,202.03520357608795,208.76160264015198,201.47199928760529,206.06271892786026,50,10,False,199.08799976110458,,False,203.67999374866486,4.591993987560272,25971130368.0,469762048.0,67108864.0,127.50948136834496,2306.37304800624,0.012431640243448783,3258.8798999786377,0.5392969304470283,0.17807559789708297,0.0,1.0,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,199.08799976110458,graph,2359.5698814779917,130.450506304569,
830aeb87db4b,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,jitter,4096,8,7,105.66399991512299,104.98880222439766,106.40639811754227,104.5759990811348,106.64064034819603,50,10,False,104.72000017762184,,False,105.66399991512299,0.9439997375011444,25881722880.0,117440512.0,16777216.0,244.94362224400064,1111.4524539515517,0.025796874979278073,1690.6239986419678,0.2598898288687716,0.342080302688818,0.048886683635874326,1.07421875,"[511, 490, 550, 481, 536, 516, 479, 533]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,104.72000017762184,graph,1121.4716558518157,247.15166955787305,
2f5a3ae5a23c,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,jitter,4096,32,7,64.7360011935234,63.6960007250309,65.63520058989525,63.1679967045784,65.41312023997307,50,10,False,63.58399987220764,,False,64.7360011935234,1.1520013213157654,6519496704.0,117440512.0,16777216.0,100.7089808422126,1814.1452952727252,0.01580468779138755,1035.7760190963745,0.4241998014897248,0.14064688982050133,0.06439391219466616,1.140625,"[126, 121, 135, 118, 132, 127, 118, 131, 117, 129, 118, 119, 129, 140, 120, 123, 135, 144, 133, 128, 146, 118, 141, 125, 121, 120, 125, 140, 122, 133, 135, 127]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,63.58399987220764,graph,1847.0135920362704,102.53360463486113,
cbb89bf01810,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,jitter,4096,128,7,67.07200035452843,66.13759696483612,68.33599880337715,65.5680000782013,67.82208025455475,50,10,False,65.40799885988235,,False,67.07200035452843,1.6640014946460724,1667432448.0,117440512.0,16777216.0,24.86033574645611,1750.9618228058544,0.016375000086554792,1073.1520056724548,0.4094256725664685,0.034719136996438534,0.06346905003621844,1.125,"[31, 30, 33, 29, 33, 31, 29, 32, 29, 32, 29, 29, 32, 35, 30, 30, 33, 35, 33, 32, 35, 29, 35, 31, 30, 30, 31, 35, 30, 33, 33, 31, 33, 29, 29, 30, 34, 32, 31, 33, 32, 31, 34, 34, 30, 33, 32, 35, 34, 31, 35, 30, 32, 34, 30, 32, 29, 33, 34, 33, 35, 31, 34, 33, 33, 32, 35, 35, 32, 33, 29, 34, 33, 35, 35, 31, 31, 33, 29, 32, 30, 30, 29, 34, 30, 30, 31, 35, 29, 32, 33, 35, 35, 35, 31, 32, 31, 35, 35, 30, 30, 30, 30, 32, 33, 31, 29, 32, 31, 33, 36, 34, 32, 33, 34, 29, 35, 34, 35, 34, 31, 32, 29, 33, 29, 29, 30, 30]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,65.40799885988235,graph,1795.506880612296,25.492791051014873,
3724d926719d,attention_ragged,flash_attn_3,flash_attn_3,ragged,ok,,,,2026-09-22T01:12:04+00:00,784,ragged,jitter,16384,8,7,685.0239932537079,683.0783784389496,724.3551969528198,682.3040246963501,696.1824011802673,50,10,False,787.7279818058014,,False,685.0239932537079,-102.7039885520935,413477953536.0,469762048.0,67108864.0,603.5963084622392,685.759991805159,0.04181054646323901,10960.383892059326,0.16035058115321027,0.8429629888257815,0.04824665990940026,1.0732421875,"[2044, 1962, 2198, 1925, 2144, 2063, 1918, 2130]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,9aff75325ea627f4,787.7279818058014,graph,596.3505916383841,524.8994108196282,
