point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,page_size,kind,tokens,batch,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,kv_bytes,achieved_tflops,achieved_gbps,us_per_new_token,per_step_us,bandwidth_util,compute_util,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops,kv
ac5dcad1d88e,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,128,1,46.67200148105621,45.049600303173065,57.32480026781559,43.83999854326248,49.10783991217613,100,10,True,15.359999611973763,,False,46.67200148105621,31.31200186908245,202899456.0,3670016.0,524288.0,4.347348507913363,78.634210737451,0.36462501157075167,746.7520236968994,0.018386959783236827,0.006071365646742039,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,15.359999611973763,graph,238.9333393692972,13.209600333702575,
8b7c9c12693d,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,128,4,46.68800160288811,45.4975999891758,54.13440018892288,44.576000422239304,48.5401601344347,50,10,False,16.095999628305435,,False,46.68800160288811,30.592001974582672,811597824.0,14680064.0,2097152.0,17.383434632802846,314.42905020573625,0.09118750313064083,747.0080256462097,0.07352263406213258,0.02427713988420095,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,16.095999628305435,graph,912.031830206093,50.42233118425115,
e0876281add8,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,128,16,51.15199834108353,49.18399825692177,60.96640117466451,47.42399975657463,52.640319652855396,100,10,False,36.38400137424469,,False,51.15199834108353,14.767996966838837,3246391296.0,58720256.0,8388608.0,63.46558103855368,1147.9562461753897,0.02497656168998219,818.4319734573364,0.2684254745280937,0.0886339679845324,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,36.38400137424469,graph,1613.9031932196049,89.22579082514102,
9e1d513cd3ab,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,512,1,45.53600028157234,44.95679959654808,48.48639816045761,44.73600164055824,46.97727993130684,50,10,False,45.04000023007393,,False,45.53600028157234,0.4960000514984131,3227516928.0,14680064.0,2097152.0,70.87835795947416,322.38369442255953,0.08893750054994598,728.5760045051575,0.0753826606578472,0.09898641133309674,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,45.04000023007393,graph,325.93392373470476,71.6589012325301,
26f4ad86fc05,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,512,4,57.328000664711,56.89600110054016,57.948801293969154,56.57599866390228,58.019200414419174,50,10,False,56.94400146603584,,False,57.328000664711,0.38399919867515564,12910067712.0,58720256.0,8388608.0,225.1965455328876,1024.2857821508858,0.027992187824565917,917.248010635376,0.23950773214767973,0.3145021770912967,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,56.94400146603584,graph,1031.1930052022003,226.71514785802663,
df1cc1f777d2,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,512,16,191.77599996328354,191.03999435901642,192.62399822473526,190.88000059127808,192.70399868488312,50,10,False,191.8559968471527,,False,191.77599996328354,-0.07999688386917114,51640270848.0,234881024.0,33554432.0,269.27389693124684,1224.7675623903365,0.02341015624551801,3068.4159994125366,0.2863861886866841,0.3760591736358002,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,191.8559968471527,graph,1224.2568794298588,269.1616196346504,
b538d159da60,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,1024,1,51.58399976789951,50.12799836695194,61.93280145525932,48.86399954557419,53.84639993309975,50,10,False,34.33600068092346,,False,51.58399976789951,17.24799908697605,12897484800.0,29360128.0,4194304.0,250.02878524410286,569.1712184418602,0.05037499977333937,825.3439962863922,0.13308874350133307,0.3491820760779782,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,34.33600068092346,graph,855.0829280566744,375.62571482489625,
91e593eb89cd,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,1024,4,114.27199840545654,113.59680071473122,115.39839953184128,113.37599903345108,115.11999994516373,50,10,False,112.49599978327751,,False,114.27199840545654,1.7759986221790314,51589939200.0,117440512.0,16777216.0,451.46615023699945,1027.7278216777222,0.027898437110707164,1828.3519744873047,0.2403125808485024,0.6305029537490265,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,112.49599978327751,graph,1043.9527825544735,458.5935437650009,
4bf4660a961b,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,1024,16,406.6239893436432,405.27359545230865,414.2880082130432,404.9279987812042,409.2345601320267,50,10,False,449.44000244140625,,False,406.6239893436432,-42.81601309776306,206359756800.0,469762048.0,67108864.0,507.49528362332484,1155.2738163783004,0.024818358724587597,6505.983829498291,0.2701365347367498,0.7087514206108976,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,449.44000244140625,graph,1045.2163702567689,459.1486197913664,
62f107240e3d,attention_cold,flash_attn_3,flash_attn_3,cold,ok,,,,2026-09-22T00:23:12+00:00,784,prefill,4096,1,343.9359962940216,342.1024054288864,345.03999054431915,341.12000465393066,344.7737592458725,50,10,False,350.3679931163788,,False,343.9359962940216,-6.431996822357178,206208761856.0,117440512.0,16777216.0,599.5556268548225,341.4603683983205,0.08396874909522012,5502.975940704346,0.07984334048028968,0.8373199042062631,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,c7e32b63b7c08a46,350.3679931163788,graph,335.1918962557484,588.5490852684862,
